"","tract","county","estimate","moe","variable","dataset"
"1161",9514.01,"stevens",47,51,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1162",4,"whitman",173,113,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1163",9514.02,"stevens",59,67,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1164",5,"whitman",246,84,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1165",6.01,"whitman",345,137,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1166",6.02,"whitman",223,117,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1167",7,"whitman",66,31,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1168",8,"whitman",35,29,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1169",9,"whitman",95,46,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1170",10,"whitman",87,84,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1171",9400,"ferry",29,14,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1172",9701,"ferry",34,35,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1173",9702,"ferry",48,48,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1174",105.06,"spokane",89,53,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1175",105.07,"spokane",31,37,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1176",105.08,"spokane",14,24,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1177",106.01,"spokane",6,11,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1178",106.03,"spokane",20,31,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1179",106.04,"spokane",14,23,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1180",9601,"lincoln",21,21,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1181",107.01,"spokane",57,61,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1182",9602,"lincoln",3,5,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1183",2.01,"spokane",7,12,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1184",2.02,"spokane",9,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1185",3.01,"spokane",27,43,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1186",3.02,"spokane",66,56,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1187",4,"spokane",42,31,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1188",5,"spokane",9,15,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1189",6,"spokane",22,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1190",7,"spokane",80,71,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1191",8,"spokane",50,57,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1192",9,"spokane",13,22,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1193",10,"spokane",0,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1194",11,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1195",12,"spokane",18,14,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1196",13,"spokane",30,33,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1197",14,"spokane",12,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1198",15,"spokane",0,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1199",16,"spokane",18,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1200",18,"spokane",106,49,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1201",19,"spokane",24,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1202",20,"spokane",92,73,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1203",21,"spokane",20,25,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1204",23,"spokane",60,69,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1205",24,"spokane",30,33,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1206",25.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1207",25.02,"spokane",155,156,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1208",25.03,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1209",103.03,"spokane",18,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1210",26,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1211",103.04,"spokane",40,64,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1212",29,"spokane",16,17,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1213",103.05,"spokane",21,32,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1214",30,"spokane",51,49,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1215",104.01,"spokane",35,32,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1216",31,"spokane",47,57,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1217",104.03,"spokane",4,6,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1218",32,"spokane",145,135,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1219",104.04,"spokane",2,4,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1220",35,"spokane",100,47,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1221",105.04,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1222",36.01,"spokane",40,33,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1223",105.05,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1224",36.02,"spokane",53,61,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1225",38,"spokane",24,28,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1226",39,"spokane",53,40,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1227",40.02,"spokane",7,15,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1228",40.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1229",41,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1230",42,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1231",43,"spokane",39,33,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1232",44,"spokane",56,47,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1233",46.01,"spokane",94,49,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1234",45,"spokane",35,29,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1235",46.02,"spokane",9,15,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1236",47.01,"spokane",41,54,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1237",102.01,"spokane",76,67,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1238",47.02,"spokane",14,21,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1239",101.02,"spokane",18,30,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1240",102.03,"spokane",18,27,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1241",101.01,"spokane",18,29,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1242",48,"spokane",196,189,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1243",50,"spokane",108,84,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1244",102.04,"spokane",2,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1245",49,"spokane",13,21,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1246",103.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1247",9602,"asotin",222,91,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1248",9603,"asotin",192,80,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1249",9604,"asotin",180,62,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1250",9605,"asotin",304,114,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1251",9606,"asotin",203,105,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1252",9601,"asotin",183,66,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1253",9703,"garfield",170,57,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1254",9400,"ferry",220,43,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1255",9701,"ferry",432,111,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1256",9702,"ferry",253,80,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1257",9501,"adams",137,31,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1258",9502,"adams",116,40,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1259",9503.01,"adams",163,94,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1260",9503.02,"adams",88,57,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1261",9503.03,"adams",66,48,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1262",9504,"adams",168,83,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1263",9505,"adams",227,100,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1264",107.02,"spokane",27,33,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1265",9603,"lincoln",213,68,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1266",108,"spokane",193,111,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1267",9604,"lincoln",235,48,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1268",109.01,"spokane",41,32,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1269",109.02,"spokane",0,13,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1270",110,"spokane",150,77,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1271",111.02,"spokane",92,57,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1272",111.03,"spokane",264,108,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1273",111.04,"spokane",160,91,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1274",112.02,"spokane",110,54,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1275",112.03,"spokane",439,245,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1276",112.04,"spokane",116,77,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1277",113.01,"spokane",127,78,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1278",113.02,"spokane",37,42,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1279",114,"spokane",109,76,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1280",115,"spokane",31,20,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1281",116,"spokane",78,26,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1282",117.01,"spokane",164,70,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1283",117.02,"spokane",340,129,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1284",118,"spokane",504,163,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1285",119,"spokane",225,97,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1286",120,"spokane",136,77,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1287",121,"spokane",146,63,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1288",122,"spokane",167,71,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1289",123,"spokane",324,144,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1290",124.01,"spokane",244,99,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1291",124.02,"spokane",133,88,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1292",125,"spokane",97,70,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1293",126,"spokane",175,98,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1294",127.01,"spokane",254,111,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1295",127.02,"spokane",60,33,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1296",128.01,"spokane",114,52,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1297",128.02,"spokane",168,165,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1298",129.01,"spokane",214,90,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1299",129.02,"spokane",255,125,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1300",130.01,"spokane",0,13,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1301",130.02,"spokane",172,113,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1302",130.03,"spokane",122,86,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1303",131.01,"spokane",432,481,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1304",131.02,"spokane",84,90,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1305",132.01,"spokane",162,92,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1306",132.03,"spokane",12,19,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1307",132.04,"spokane",52,52,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1308",132.05,"spokane",70,78,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1309",133,"spokane",53,33,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1310",134.01,"spokane",28,26,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1311",135.01,"spokane",80,54,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1312",135.02,"spokane",36,43,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1313",135.03,"spokane",12,21,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1314",136,"spokane",119,72,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1315",137,"spokane",134,61,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1316",138,"spokane",4,7,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1317",139,"spokane",82,58,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1318",140.01,"spokane",175,74,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1319",140.02,"spokane",160,97,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1320",141,"spokane",215,101,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1321",142,"spokane",195,102,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1322",143,"spokane",146,43,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1323",144,"spokane",123,54,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1324",145,"spokane",132,85,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1325",9410,"stevens",295,64,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1326",9501.01,"stevens",403,85,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1327",9501.02,"stevens",219,81,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1328",9502,"stevens",293,127,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1329",9503,"stevens",96,52,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1330",9505,"stevens",177,84,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1331",9506,"stevens",161,60,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1332",2.01,"spokane",109,55,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1333",9507,"stevens",159,69,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1334",2.02,"spokane",92,47,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1335",9508,"stevens",236,95,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1336",3.01,"spokane",93,90,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1337",9509,"stevens",169,65,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1338",1,"whitman",75,58,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1339",3.02,"spokane",91,57,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1340",9511,"stevens",311,78,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1341",2.01,"whitman",9,11,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1342",4,"spokane",145,68,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1343",9513.01,"stevens",159,75,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1344",2.02,"whitman",45,43,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1345",5,"spokane",94,48,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1346",9513.02,"stevens",100,49,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1347",3,"whitman",129,96,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1348",6,"spokane",40,20,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1349",9514.01,"stevens",342,136,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1350",4,"whitman",231,117,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1351",7,"spokane",177,97,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1352",9514.02,"stevens",51,47,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1353",5,"whitman",23,28,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1354",8,"spokane",135,72,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1355",6.01,"whitman",20,24,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1356",9,"spokane",284,115,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1357",6.02,"whitman",156,127,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1358",10,"spokane",295,108,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1359",7,"whitman",196,55,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1360",11,"spokane",62,36,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1361",8,"whitman",293,132,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1362",12,"spokane",65,35,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1363",9,"whitman",178,34,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1364",13,"spokane",130,66,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1365",10,"whitman",61,22,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1366",14,"spokane",177,93,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1367",15,"spokane",467,312,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1368",16,"spokane",231,72,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1369",18,"spokane",251,125,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1370",19,"spokane",132,66,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1371",20,"spokane",100,59,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1372",21,"spokane",44,30,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1373",23,"spokane",270,213,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1374",24,"spokane",207,84,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1375",25.01,"spokane",62,45,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1376",25.02,"spokane",132,69,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1377",25.03,"spokane",29,35,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1378",26,"spokane",123,107,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1379",29,"spokane",44,27,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1380",30,"spokane",137,49,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1381",31,"spokane",95,75,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1382",32,"spokane",80,48,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1383",35,"spokane",406,109,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1384",36.01,"spokane",85,67,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1385",36.02,"spokane",155,113,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1386",38,"spokane",64,32,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1387",39,"spokane",129,58,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1388",40.01,"spokane",37,37,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1389",40.02,"spokane",19,23,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1390",41,"spokane",107,71,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1391",42,"spokane",116,55,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1392",43,"spokane",92,55,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1393",44,"spokane",227,192,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1394",45,"spokane",44,32,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1395",46.01,"spokane",401,176,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1396",46.02,"spokane",130,66,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1397",47.01,"spokane",59,64,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1398",47.02,"spokane",133,97,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1399",48,"spokane",166,71,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1400",49,"spokane",60,54,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1401",50,"spokane",263,139,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1402",101.01,"spokane",157,104,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1403",101.02,"spokane",98,80,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1404",102.01,"spokane",251,97,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1405",102.03,"spokane",36,56,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1406",102.04,"spokane",35,38,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1407",103.01,"spokane",304,111,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1408",103.03,"spokane",26,40,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1409",103.04,"spokane",289,145,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1410",103.05,"spokane",111,143,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1411",104.01,"spokane",134,61,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1412",104.03,"spokane",88,65,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1413",104.04,"spokane",209,113,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1414",105.04,"spokane",40,31,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1415",105.05,"spokane",29,26,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1416",105.06,"spokane",125,67,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1417",105.07,"spokane",102,75,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1418",105.08,"spokane",55,67,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1419",106.01,"spokane",81,53,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1420",106.03,"spokane",40,37,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1421",106.04,"spokane",69,55,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1422",9601,"lincoln",48,31,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1423",107.01,"spokane",15,28,"estimate_total_no_internet_access","internet_subscriptions_in_household"
"1424",9602,"lincoln",111,42,"estimate_total_no_internet_access","internet_subscriptions_in_household"
